city_state,weight_distance,from_dallas,from_away
Princeton_NJ,10873796282.23699,1296,1342
Princeton_WV,10288927962.246185,1039,1599
Prineville_OR,12483861828.596724,2123,515
Prior Lake_MN,13083061046.0677,1219,1419
Prospect_KY,10654071744.156734,958,1680
Providence_RI,11759925890.80577,1626,1012
Provo_UT,12267183428.738491,2041,597
Pueblo_CO,13254566732.109852,1937,701
Pullman_WA,13004526615.855919,2126,512
Punta Gorda_FL,13124511936.350847,1571,1067
Puyallup_WA,13045641228.570293,2149,489
Quakertown_PA,10761984683.566025,1273,1365
Queen Creek_AZ,12259207168.679039,2049,589
Quincy_IL,12222809392.85866,930,1708
Walhalla_SC,10772003079.251572,1039,1599
Walker_LA,13796789700.633305,1178,1460
Walnut Creek_CA,11623086385.500105,2107,531
Walnut_CA,11455208119.7984,2098,540
Walnutport_PA,10766938267.472275,1274,1364
Walterboro_SC,11201749021.152832,1147,1491
Waltham_MA,11871850759.054312,1642,996
Wantagh_NY,11149994526.641182,1374,1264
Wapakoneta_OH,10534782133.641325,1004,1634
Wappingers Falls_NY,11190095380.998146,1407,1231
Warm Springs_OR,12572321009.471834,2132,506
Warner Robins_GA,11423929373.146748,1063,1575
Warren_MI,10804660316.249058,1144,1494
Warren_OH,10472395084.661934,1101,1537
Warren_PA,10660221699.810764,1169,1469
Warrior_AL,11618711953.21664,955,1683
Warwick_RI,11743861805.840858,1624,1014
Wasco_CA,11434947929.275517,2101,537
Washington Court House_OH,10356783573.637562,1004,1634
Washington_DC,10430898123.563797,1180,1458
Washington_IN,10982106010.660013,928,1710
Washington_PA,10313454320.299797,1070,1568
Washoe Valley_NV,11664340737.67706,2097,541
Wasilla_AK,15229733895.967253,2554,84
Water Valley_MS,12329671756.14253,884,1754
Waterbury Center_VT,12031407338.923042,1555,1083
Waterbury_CT,11370042155.481947,1467,1171
Waterloo_IA,12568180191.36065,1099,1539
Watertown_NY,11468114556.329395,1409,1229
Watkinsville_GA,11019833730.68605,1051,1587
Waukegan_IL,11416479343.036964,1093,1545
Waukesha_WI,11637274982.199802,1112,1526
Waupaca_WI,12115889212.42099,1207,1431
Wausau_WI,12368020227.679771,1226,1412
Waxahachie_TX,15417628090.252151,2190,448
Waxhaw_NC,10653097091.01408,1107,1531
Waycross_GA,11778258653.183779,1244,1394
Wayne_MI,10775809387.427574,1118,1520
Wayne_PA,10717308839.156258,1258,1380
Waynesboro_MS,12735500822.582932,1000,1638
Waynesboro_PA,10412166562.103607,1168,1470
Waynesboro_VA,10298507213.69075,1124,1514
Waynesville_NC,10625044833.874386,1010,1628
Wayzata_MN,13136100335.635695,1239,1399
Weatherford_TX,15198155928.927837,1939,699
Weaverville_CA,12027985669.99849,2113,525
Webb City_MO,13482689846.460434,824,1814
Wellington_FL,13098019890.728619,1619,1019
Wellsburg_IA,12712126256.220541,1087,1551
Wellsville_UT,12408740731.64127,2041,597
Wenatchee_WA,13079626525.798605,2145,493
Wentzville_MO,12093124453.381268,868,1770
Weslaco_TX,15380042590.8587,2527,111
Wesley Chapel_FL,12724658360.47372,1434,1204
West Babylon_NY,11193186596.027206,1393,1245
West Bend_WI,11721059422.813925,1149,1489
West Chester_PA,10677279588.024273,1251,1387
West Chicago_IL,11414498074.454414,1072,1566
West Columbia_SC,10881720068.187557,1108,1530
West Covina_CA,11451822081.870842,2098,540
West Des Moines_IA,12896400664.598791,1040,1598
West Haven_CT,11348738108.897366,1453,1185
West Jordan_UT,12265124524.470718,2042,596
West Lafayette_IN,10979041525.256077,965,1673
West Mifflin_PA,10344098792.182632,1081,1557
West Monroe_LA,13645217728.59197,917,1721
West New York_NJ,11040882565.83797,1351,1287
West Palm Beach_FL,13065998422.098927,1613,1025
West Richland_WA,12855655503.569805,2136,502
West Sacramento_CA,11637901965.853792,2105,533
West Valley City_UT,12274085158.434689,2042,596
Westbury_NY,11137927689.533867,1371,1267
Westerville_OH,10360929826.899437,1019,1619
Westfield_IN,10783300314.515703,960,1678
Westfield_MA,11524085742.018852,1495,1143
Westfield_NJ,10960902324.680166,1329,1309
Westlake Village_CA,11470789414.490541,2102,536
Westlake_OH,10523412168.593409,1082,1556
Westland_MI,10784948213.432083,1122,1516
Westminster_CA,11486629084.159775,2101,537
Westminster_MD,10454339176.297401,1187,1451
Westminster_SC,10797308788.573086,1041,1597
Weston_CT,11242104897.491077,1418,1220
Westwood_NJ,11065489059.846382,1362,1276
Wharton_NJ,10950020000.466824,1330,1308
Wharton_TX,15195824251.81142,2291,347
Wheaton_IL,11379967280.737062,1070,1568
White Bluff_TN,11231542092.320837,927,1711
Whitewater_WI,11706929338.185604,1107,1531
Whitewright_TX,15074064957.643452,592,2046
Whittier_CA,11458242141.50334,2101,537
Wichita Falls_TX,14871813469.648163,1788,850
Wichita_KS,14030487418.623363,717,1921
Wickenburg_AZ,12011567811.714981,2050,588
Williamsburg_VA,10607004689.534369,1186,1452
Williamsport_PA,10687312758.40809,1222,1416
Williamstown_NJ,10783629924.074623,1259,1379
Williston_SC,11048715694.882685,1111,1527
Norfolk_NE,13669187880.76181,1088,1550
Norfolk_VA,10736185014.73979,1203,1435
Normal_IL,11511330370.789955,982,1656
Norman_OK,14617867470.493643,671,1967
Norristown_PA,10732221023.613977,1263,1375
North Arlington_NJ,11017281955.201435,1344,1294
North Augusta_SC,11025711313.47887,1098,1540
North Babylon_NY,11203594619.436659,1397,1241
North Highlands_CA,11638593762.557407,2104,534
North Las Vegas_NV,11635557955.043056,2052,586
North Little Rock_AR,13100225077.979057,818,1820
North Miami Beach_FL,13306064945.42311,1675,963
North Newton_KS,13965497655.012789,742,1896
North Olmsted_OH,10515332110.52758,1080,1558
North Port_FL,13085335011.421011,1554,1084
North Richland Hills_TX,15324552794.476337,1896,742
North Ridgeville_OH,10512580111.643496,1078,1560
North Royalton_OH,10490536273.00848,1079,1559
North Sioux City_SD,13518135311.341507,1102,1536
Northbrook_IL,11361254790.65797,1086,1552
Northern Cambria_PA,10440799725.5986,1131,1507
Northfield_MN,12985071546.291618,1197,1441
Northfield_OH,10492506908.249313,1086,1552
Northville_MI,10820522616.713018,1133,1505
Norwalk_CA,11464840050.135578,2101,537
Norwalk_CT,11220381615.74926,1409,1229
Norwalk_OH,10511804502.19899,1057,1581
Norwich_CT,11585800845.857422,1573,1065
Norwood_MO,12780047315.064564,798,1840
Norwood_NJ,11082860727.762188,1368,1270
O'Fallon_IL,11780317424.9657,894,1744
O'Fallon_MO,12042776661.734331,874,1764
Oak Creek_WI,11535240136.882881,1107,1531
Oak Forest_IL,11266500297.526655,1064,1574
Oak Harbor_WA,13302944455.984768,2154,484
Oak Lawn_IL,11278308483.54721,1073,1565
Oak Park_IL,11309458431.61935,1076,1562
Oak Park_MI,10806408391.265776,1140,1498
Oak Ridge_NJ,10985639555.038176,1338,1300
Oak Ridge_TN,10679586404.13454,977,1661
Oakdale_CA,11536134496.462652,2101,537
Oakland_CA,11634749163.701818,2109,529
Oakland_MD,10276240410.314743,1090,1548
Oakland_NJ,11031497517.867329,1355,1283
Oakley_CA,11599405159.691483,2106,532
Oakton_VA,10398726848.215246,1170,1468
Oberlin_OH,10500908858.816364,1070,1568
Ocala_FL,12399181324.393852,1367,1271
Ocean Springs_MS,13203602786.4775,1158,1480
Ocean View_DE,10791176220.77647,1233,1405
Oceanside_CA,11600972471.402702,2098,540
Oceanside_NY,11114689022.723972,1365,1273
Ocoee_FL,12547785967.710686,1416,1222
Oconomowoc_WI,11709858783.461277,1125,1513
Odessa_FL,12756175480.938175,1431,1207
Odessa_TX,14242873424.293268,2021,617
Ogden_UT,12349370474.28451,2042,596
Okeechobee_FL,12937881390.437147,1563,1075
Oklahoma City_OK,14560087151.53829,728,1910
Okmulgee_OK,14295239923.062565,703,1935
Ola_AR,13428230277.335815,806,1832
Olathe_KS,13314472121.785175,854,1784
Old Forge_PA,10862292715.84608,1300,1338
Olive Branch_MS,12214382573.833963,864,1774
Olney_TX,14893028946.053675,1925,713
Olympia_WA,13042142939.1989,2149,489
Omaha_NE,13430270471.200287,995,1643
Omak_WA,13305529309.189335,2147,491
Oneonta_AL,11510332340.781704,957,1681
Oneonta_NY,11178391933.552454,1411,1227
Ontario_CA,11465359524.199944,2097,541
Ooltewah_TN,10955909287.455093,972,1666
Opelousas_LA,14174818074.789665,1181,1457
Orange City_FL,12425057839.712837,1402,1236
Orange Park_FL,12057437189.23734,1316,1322
Orange_CA,11482434097.190088,2098,540
Orange_TX,14773025344.979067,1423,1215
Orangeburg_SC,11023033184.917246,1122,1516
Orangevale_CA,11632093201.45141,2103,535
Oregon City_OR,12707814023.22059,2145,493
Oregon_OH,10646815405.773901,1070,1568
Orem_UT,12266214402.04741,2042,596
Orland Park_IL,11291493679.497849,1067,1571
Orlando_FL,12571227643.35206,1435,1203
Ormond Beach_FL,12306997558.26931,1382,1256
Oroville_CA,11753982303.376753,2106,532
Orting_WA,13026801075.802963,2149,489
Oscoda_MI,11402955962.945074,1242,1396
Oshkosh_WI,11940776270.493694,1184,1454
Oswego_IL,11416764287.52015,1060,1578
Oswego_NY,11260184081.9267,1373,1265
Othello_WA,12962895363.162758,2138,500
Ottawa_IL,11517461623.14362,1042,1596
Overland Park_KS,13275791441.615547,863,1775
Oviedo_FL,12508440801.089577,1420,1218
Owatonna_MN,12949407226.668192,1171,1467
Owings_MD,10495772867.633581,1191,1447
Streetsboro_OH,10471044801.577557,1086,1552
Stuart_FL,12936087791.971718,1581,1057
Sturgeon Bay_WI,11959026948.5596,1256,1382
Sturtevant_WI,11493984683.788729,1102,1536
Succasunna_NJ,10930308034.386625,1328,1310
Suffern_NY,11063548856.817177,1363,1275
Suffolk_VA,10701547800.600418,1189,1449
Sugar Land_TX,15147224127.43087,2218,420
Suisun City_CA,11646325951.522417,2108,530
Sulphur Springs_TX,14854449761.338076,774,1864
Sulphur_LA,14634820255.380356,1311,1327
Summerville_GA,11137179424.703854,971,1667
Summerville_SC,11185762173.456717,1157,1481
Sumter_SC,10909108518.387053,1126,1512
Sun City West_AZ,12097983243.010857,2050,588
Sun City_AZ,12114116934.867748,2050,588
Sun Prairie_WI,11888807824.342346,1121,1517
Sun Valley_NV,11706074111.07091,2097,541
Sunland Park_NM,13370347859.187004,2037,601
Sunnyside_WA,12850463077.1501,2139,499
Sunnyvale_CA,11600637315.898438,2108,530
Superior_WI,13200183179.2723,1361,1277
Surprise_AZ,12084067976.796753,2050,588
Sussex_WI,11661447986.605543,1129,1509
Suwanee_GA,11037181810.796463,1025,1613
Swainsboro_GA,11325249568.987988,1116,1522
Swanton_OH,10674061758.147171,1065,1573
Sycamore_IL,11547411448.950926,1057,1581
Sykesville_MD,10445996081.594574,1186,1452
Sylva_NC,10663571950.68512,1007,1631
Sylvania_OH,10681709486.132053,1074,1564
Syracuse_NY,11189561771.383587,1384,1254
Tacoma_WA,13063958832.233488,2149,489
Tahlequah_OK,13908676105.401615,689,1949
Talladega_AL,11560001180.911018,995,1643
Tallahassee_FL,12224179240.156178,1247,1391
Tallmadge_OH,10446041452.86382,1075,1563
Tampa_FL,12807066433.709408,1470,1168
Tarboro_NC,10701720049.59247,1164,1474
Tarpon Springs_FL,12789639011.23227,1433,1205
Tarrytown_NY,11111767524.307661,1376,1262
Tavares_FL,12491723544.004482,1401,1237
Taylor_MI,10755733070.236319,1117,1521
Taylor_TX,15319263030.776718,2217,421
Taylors_SC,10691071854.119713,1062,1576
Taylorsville_KY,10617610198.967669,961,1677
Tazewell_TN,10521448217.448977,989,1649
Tehachapi_CA,11417990451.155151,2098,540
Temecula_CA,11566924440.907011,2098,540
Tempe_AZ,12191820945.842846,2049,589
Temple City_CA,11445576876.230255,2098,540
Temple Hills_MD,10441811218.250828,1182,1456
Temple_TX,15329465899.416801,2203,435
Tenafly_NJ,11071041231.930643,1361,1277
Terre Haute_IN,11032607064.725899,936,1702
Terrell_TX,15250590014.322598,786,1852
Texarkana_AR,14106592857.447285,799,1839
Texarkana_TX,14138908935.174644,797,1841
Texas City_TX,15081085147.44211,2075,563
The Colony_TX,15333057034.7108,708,1930
The Dalles_OR,12719298275.207031,2138,500
The Plains_OH,10267111246.34393,1022,1616
The Villages_FL,12473612158.86847,1390,1248
Thibodaux_LA,13975725984.317509,1253,1385
Thomasville_GA,12060605068.070051,1205,1433
Thorofare_NJ,10743002113.333248,1258,1380
Thousand Oaks_CA,11469253118.664665,2102,536
Tiffin_OH,10525137335.384201,1047,1591
Tinley Park_IL,11274311702.107477,1061,1577
Tipp City_OH,10465854310.201447,998,1640
Titusville_FL,12526882959.421957,1441,1197
Toa Alta_PR,14860769686.443205,2567,71
Toa Baja_PR,14860326103.887552,2567,71
Toccoa_GA,10836128192.426178,1037,1601
Toledo_OH,10661384824.465946,1071,1567
Tolleson_AZ,12138193534.74105,2050,588
Tomball_TX,15147276633.165018,2125,513
Tooele_UT,12225357994.030746,2044,594
Topeka_KS,13525844914.88635,848,1790
Toppenish_WA,12862040212.07883,2140,498
Torrance_CA,11479611210.081848,2101,537
Towson_MD,10491683184.952291,1198,1440
Tracy_CA,11565982678.184181,2105,533
Traverse City_MI,11711178234.826942,1275,1363
Trenton_MI,10731424752.244501,1111,1527
Trenton_NJ,10845977442.157652,1284,1354
Troy_MI,10833471984.462387,1150,1488
Troy_NY,11462872069.7753,1447,1191
Troy_OH,10477136779.070229,1000,1638
Trujillo Alto_PR,14866535429.85135,2568,70
Trumann_AR,12304219557.15749,854,1784
Tualatin_OR,12721745474.145409,2146,492
Tucker_GA,11106910989.898767,1025,1613
Tuckerton_NJ,10927939656.050537,1282,1356
Tucson_AZ,12546163258.645208,2049,589
Tulare_CA,11434099314.752502,2098,540
Tullahoma_TN,11122649435.420033,941,1697
Tulsa_OK,14128977811.567787,720,1918
Tupelo_MS,12024388861.23256,903,1735
Turlock_CA,11523112539.023026,2102,536
Tuscaloosa_AL,11959308545.470032,970,1668
Tustin_CA,11493221383.867294,2100,538
Twentynine Palms_CA,11597169590.145966,2085,553
Mary Esther_FL,12677102356.846378,1174,1464
Marysville_CA,11709940612.886108,2106,532
Marysville_OH,10406637714.922493,1013,1625
Marysville_WA,13238416382.798552,2152,486
Maryville_TN,10674772488.812693,987,1651
Mason City_IA,12836606368.263824,1115,1523
Mason_MI,10942524836.790684,1142,1496
Mason_OH,10442688977.512398,988,1650
Massapequa_NY,11160266158.0001,1379,1259
Massillon_OH,10393831263.732666,1050,1588
Matawan_NJ,10964375875.82814,1319,1319
Matteson_IL,11255555874.475965,1056,1582
Matthews_NC,10613681668.982864,1103,1535
Maumee_OH,10650355823.102325,1062,1576
Mayaguez_PR,14853324614.376245,2565,73
Mays Landing_NJ,10842169267.733776,1260,1378
McArthur_OH,10278611660.762936,1017,1621
McGaheysville_VA,10296626600.537064,1134,1504
McGregor_TX,15328881665.962631,2211,427
Quincy_MA,11897670684.598541,1654,984
Quitman_TX,14868390849.995632,783,1855
Racine_WI,11481995934.46152,1103,1535
Radcliff_KY,10746480510.997696,951,1687
Radford_VA,10312082003.10375,1069,1569
Raeford_NC,10712867429.52414,1139,1499
Rahway_NJ,10968655246.019249,1327,1311
Raleigh_NC,10584639416.315105,1145,1493
Ramsey_NJ,11054032454.765463,1362,1276
Rancho Cordova_CA,11621569428.072922,2103,535
Rancho Cucamonga_CA,11460701288.733105,2097,541
Rancho Mirage_CA,11596067076.624262,2092,546
Rancho Palos Verdes_CA,11492538167.469687,2101,537
Rancho Santa Margarita_CA,11516586747.08036,2098,540
Rapid City_SD,13870476827.13919,1810,828
Rathdrum_ID,13236440028.728516,2137,501
Ravenna_OH,10455859978.67706,1084,1554
Raymore_MO,13218898740.345528,874,1764
Reading_PA,10663559361.929863,1252,1386
Red Lion_PA,10527508011.785862,1204,1434
Red Oak_TX,15424554125.68666,2244,394
Red Springs_NC,10757882736.617455,1141,1497
Redding_CA,11957855274.112003,2112,526
Redlands_CA,11494652449.87833,2097,541
Redmond_WA,13145467000.200096,2150,488
Redondo Beach_CA,11477701073.861368,2101,537
Redwood City_CA,11625284270.321503,2108,530
Redwood Valley_CA,11878793716.329136,2114,524
Rehoboth Beach_DE,10783058459.987577,1233,1405
Reidsville_GA,11477178578.76136,1135,1503
Reidsville_NC,10429410592.095165,1113,1525
Reisterstown_MD,10469172402.864006,1191,1447
Reno_NV,11698489124.829472,2097,541
Renton_WA,13104487857.893604,2149,489
Reston_VA,10394049961.83878,1170,1468
Revere_MA,11924279263.614735,1656,982
Reynoldsburg_OH,10336555698.675455,1017,1621
Rhinelander_WI,12499062639.198627,1269,1369
Rialto_CA,11472210641.671297,2097,541
Richardson_TX,15363134904.903673,559,2079
Richland_WA,12851496298.640932,2135,503
Richmond_CA,11657882280.472435,2110,528
Richmond_IN,10551851763.185732,984,1654
Richmond_KY,10476838186.162834,973,1665
Richmond_TX,15159763952.68492,2242,396
Richmond_VA,10466497767.26724,1169,1469
Richton Park_IL,11251092289.451738,1054,1584
Ridgecrest_CA,11436954804.328825,2095,543
Ridgeland_SC,11333075622.851723,1154,1484
Ridgewood_NJ,11048210558.226402,1355,1283
Rifle_CO,12749252068.30366,1984,654
Rigby_ID,12748219084.669106,2045,593
Rimersburg_PA,10470388720.819454,1123,1515
Rincon_GA,11387773145.613646,1154,1484
Ringgold_GA,11000072675.806232,968,1670
Rio Grande City_TX,15385903680.543262,2574,64
Rio Grande_PR,14871590169.856287,2570,68
Rio Rancho_NM,12958632558.412289,2024,614
Rio Rico_AZ,12650759061.115082,2068,570
Ripley_MS,11981045618.473589,890,1748
Ripon_CA,11548045119.122154,2104,534
Riverbank_CA,11538123702.349972,2102,536
Riverdale_GA,11212707886.05951,1027,1611
Riverdale_IL,11245537851.521544,1069,1569
Riverside_CA,11487901705.034151,2097,541
Riverside_IL,11307320989.857576,1076,1562
Riverton_UT,12259589989.69587,2042,596
Riverview_FL,12849029234.807697,1497,1141
Roanoke Rapids_NC,10592653527.041222,1162,1476
Roanoke_VA,10308405216.398926,1097,1541
Rochester_MI,10859310853.641369,1155,1483
Rochester_MN,12767113162.859686,1176,1462
Rochester_NY,11089547133.013435,1323,1315
Rock Hill_SC,10650185973.984806,1098,1540
Rock Springs_WY,12733583534.346594,1997,641
Rockaway Beach_MO,13109523229.240875,764,1874
Rockford_IL,11684388484.32632,1052,1586
Rockford_MI,11211478281.345894,1153,1485
Rockledge_FL,12604707969.580353,1464,1174
Rocklin_CA,11647138938.21648,2103,535
Rockmart_GA,11194816205.178879,1001,1637
Rockport_TX,15306476706.61604,2407,231
Rockville Centre_NY,11116616893.152514,1365,1273
Rockville_MD,10415211122.849628,1176,1462
Rockwall_TX,15270257788.80122,753,1885
Rocky Mount_NC,10655971009.053268,1159,1479
Rogers_AR,13535496320.673244,691,1947
Rohnert Park_CA,11730477630.491318,2110,528
Roma_TX,15383543999.41743,2563,75
Rome_GA,11157553007.38895,984,1654
Rome_NY,11310968022.25941,1414,1224
Romeoville_IL,11350963447.503551,1066,1572
Romulus_MI,10762011095.221272,1112,1526
Ronceverte_WV,10261707674.469854,1053,1585
Ronkonkoma_NY,11261542308.373753,1420,1218
Roseburg_OR,12416586968.582144,2132,506
Rosedale_MD,10505147670.356901,1199,1439
Roselle_IL,11392761628.502903,1077,1561
Rosemead_CA,11448060513.806854,2100,538
Rosemount_MN,13006321501.179592,1220,1418
Rosenberg_TX,15166681753.94234,2257,381
Roseville_CA,11646704786.789167,2103,535
Roseville_MI,10803813252.18948,1145,1493
Rossford_OH,10644197130.046558,1064,1574
Roswell_GA,11075950512.42089,1017,1621
Round Lake_IL,11462936951.405273,1088,1550
Round Rock_TX,15301013004.161367,2259,379
Rowland Heights_CA,11460250549.771416,2098,540
Rowlett_TX,15319027960.316212,733,1905
Roy_UT,12333032947.664398,2042,596
Royse City_TX,15202144197.265022,757,1881
Ruidoso Downs_NM,13362695033.238766,2030,608
Rush Springs_OK,14772700260.717253,1005,1633
Russellville_AR,13345472731.309004,807,1831
Sachse_TX,15315371942.964119,636,2002
Saco_ME,12217218725.553371,1696,942
Sacramento_CA,11633423084.12603,2104,534
Safford_AZ,12642368176.029827,2046,592
Saginaw_MI,11124847198.164478,1178,1460
Salem_MA,11958755180.2115,1663,975
Salem_MO,12400590172.15639,845,1793
Salem_OR,12658070448.416237,2145,493
Salem_VA,10305225834.634682,1091,1547
Salina_KS,13884245175.319073,831,1807
Salinas_CA,11567450714.88694,2107,531
Salinas_PR,14867112788.574894,2569,69
Salisbury_MD,10699492856.814568,1218,1420
Salisbury_NC,10511647225.05989,1104,1534
Salt Lake City_UT,12293928462.619215,2041,597
Saltville_VA,10350970075.118437,1026,1612
Sammamish_WA,13127502120.84459,2150,488
San Angelo_TX,14713267985.98084,1989,649
San Antonio_TX,15247525864.881863,2255,383
San Benito_TX,15372192412.167095,2514,124
San Bernardino_CA,11477304302.137175,2097,541
San Bruno_CA,11653773433.99873,2109,529
San Diego_CA,11687122110.665794,2100,538
San Fernando_CA,11439044709.964611,2101,537
San Francisco_CA,11660120319.628319,2110,528
San Gabriel_CA,11445897612.828297,2100,538
San German_PR,14855959103.975101,2565,73
San Jose_CA,11581496160.412968,2107,531
San Juan Capistrano_CA,11536230353.170456,2100,538
San Juan_PR,14864817738.279518,2567,71
San Juan_TX,15381676698.358398,2532,106
San Leandro_CA,11624685524.653517,2108,530
San Lorenzo_PR,14870059707.03434,2570,68
San Luis Obispo_CA,11533626242.416573,2106,532
San Luis_AZ,11976582533.627739,2083,555
San Marcos_CA,11625081368.537956,2098,540
San Marcos_TX,15289812380.07127,2291,347
San Mateo_CA,11636817682.507454,2109,529
San Pablo_CA,11659298251.750637,2110,528
San Rafael_CA,11682812915.178501,2110,528
San Ramon_CA,11605189642.99936,2107,531
San Sebastian_PR,14852397304.087914,2565,73
San Tan Valley_AZ,12277099088.312782,2049,589
Sand Springs_OK,14182782098.396635,708,1930
Sandusky_OH,10555917550.927158,1065,1573
Sandy Hook_CT,11302383100.286823,1439,1199
Sandy_OR,12706131100.888649,2144,494
Sandy_UT,12278342903.1812,2041,597
Sanford_FL,12469850730.375801,1413,1225
Sanford_ME,12142515488.856514,1686,952
Sanford_NC,10607321678.630838,1134,1504
Twin Falls_ID,12342884586.26801,2053,585
Twinsburg_OH,10487630090.768162,1086,1552
Tyler_TX,14918632460.662329,882,1756
Tyrone_PA,10478987069.318365,1155,1483
Ukiah_CA,11867370983.09613,2114,524
Union City_CA,11605764002.094852,2108,530
Union City_GA,11226300853.159443,1021,1617
Union City_NJ,11033866723.036076,1349,1289
Union City_PA,10641887180.663288,1160,1478
Union City_TN,11701721510.951153,886,1752
Union_NJ,10979433666.31941,1334,1304
Union_SC,10706886885.214146,1083,1555
Uniondale_NY,11132381994.896654,1368,1270
Uniontown_PA,10299277197.460617,1083,1555
Upland_CA,11456337212.698038,2097,541
Upper Marlboro_MD,10469766713.208591,1189,1449
Urbandale_IA,12897773771.79166,1045,1593
Utica_MI,10838958689.15191,1154,1484
Utica_NY,11310765478.92308,1419,1219
Utuado_PR,14855784149.380886,2565,73
Vacaville_CA,11652378646.079397,2108,530
Valdosta_GA,11973862577.70676,1246,1392
Vallejo_CA,11657839930.66185,2110,528
Valley City_ND,14191022924.911821,1402,1236
Valley Stream_NY,11099932163.054552,1364,1274
Valparaiso_IN,11110669147.414425,1048,1590
Valrico_FL,12811326326.274088,1490,1148
Van Buren_AR,13786490848.894524,708,1930
Van Wert_OH,10627108042.0191,1016,1622
Vancleave_MS,13124870916.223953,1116,1522
Vancouver_WA,12759973342.652899,2146,492
Vauxhall_NJ,10978987505.451206,1334,1304
Vega Alta_PR,14859270042.415611,2567,71
Vega Baja_PR,14857820621.76965,2567,71
Venice_FL,13086863989.629602,1549,1089
Vernal_UT,12564320307.826193,2019,619
Vero Beach_FL,12804422482.204918,1554,1084
Verona_WI,11921778209.992876,1110,1528
Vicksburg_MS,13248874976.987991,950,1688
Victoria_TX,15280589009.873503,2368,270
Victorville_CA,11454475397.218277,2097,541
Vidor_TX,14836515200.575653,1466,1172
Vienna_VA,10403044237.483377,1172,1466
Villa Park_IL,11352756383.919558,1073,1565
Villa Rica_GA,11246297759.519669,1011,1627
Villalba_PR,14860698773.555233,2567,71
Vincennes_IN,11070156668.488342,924,1714
Vine Grove_KY,10756501625.242004,950,1688
Vineland_NJ,10779056696.937794,1249,1389
Vinton_IA,12456970078.294376,1070,1568
Virginia Beach_VA,10801022566.05058,1213,1425
Visalia_CA,11435873976.065172,2098,540
Vista_CA,11611157782.813318,2098,540
Von Ormy_TX,15246741580.46342,2253,385
Wabash_IN,10804698662.575209,1001,1637
Waco_TX,15356775943.838379,2172,466
Wahiawa_HI,15083950461.954424,2617,21
Waianae_HI,15084588622.29399,2617,21
Wailuku_HI,15090697136.48162,2618,20
Waipahu_HI,15083756788.258554,2617,21
Wake Forest_NC,10573774105.960545,1146,1492
Waldorf_MD,10454056672.758024,1185,1453
Willmar_MN,13476949535.040974,1241,1397
Willoughby_OH,10557305632.031313,1101,1537
Willow Springs_IL,11310838576.226208,1072,1566
Willow Street_PA,10579212274.073397,1220,1418
Willows_CA,11804556346.204699,2108,530
Wilmette_IL,11328896529.325653,1085,1553
Wilmington_DE,10677101508.20438,1242,1396
Wilmington_NC,11044763975.931293,1186,1452
Wilmington_OH,10389482387.948439,999,1639
Wimberley_TX,15270335767.728676,2270,368
Winchester_CA,11539396597.897444,2097,541
Winchester_VA,10331409730.665188,1147,1491
Winder_GA,11014818901.88063,1038,1600
Windsor_CO,13256428812.849886,1932,706
Winfield_AL,11840410426.76817,924,1714
Winfield_KS,14068509138.573624,668,1970
Winnebago_IL,11729139449.174805,1056,1582
Winnemucca_NV,11931054360.924915,2076,562
Winnfield_LA,13988523291.740993,935,1703
Winter Garden_FL,12563295474.889404,1418,1220
Winter Haven_FL,12741637361.31923,1483,1155
Winter Park_FL,12532741540.024403,1419,1219
Winter Springs_FL,12501288664.379879,1417,1221
Wisconsin Rapids_WI,12269358945.953127,1194,1444
Wittmann_AZ,12064278789.277298,2050,588
Wixom_MI,10845590883.556519,1143,1495
Woburn_MA,11904406087.702852,1649,989
Wonder Lake_IL,11527122475.905296,1073,1565
Woodbridge_VA,10409490854.147999,1174,1464
Woodburn_OR,12687025825.765076,2146,492
Woodbury_NJ,10751426199.690308,1259,1379
Woodinville_WA,13164193907.271858,2150,488
Woodland_CA,11665155000.307251,2107,531
Woodstock_GA,11082946198.38935,1011,1627
Woodway_TX,15351637624.262543,2177,461
Woonsocket_RI,11765011155.450966,1623,1015
Wooster_OH,10408250879.058918,1044,1594
Worcester_MA,11741758436.768356,1603,1035
Worthington_MN,13410956946.615437,1128,1510
Wright City_MO,12151399376.149712,862,1776
Wyandotte_MI,10745181385.466908,1119,1519
Wylie_TX,15270414308.940186,635,2003
Wyoming_MI,11169022378.476942,1147,1491
Xenia_OH,10415708401.044554,999,1639
Yakima_WA,12903772699.532825,2142,496
Yauco_PR,14858395420.417284,2566,72
Yonkers_NY,11094039785.548334,1367,1271
Yorba Linda_CA,11473306021.176361,2098,540
York_PA,10518800746.143066,1201,1437
York_SC,10639155817.07446,1087,1551
Yorktown Heights_NY,11163159175.300365,1394,1244
Yorktown_VA,10643355548.261501,1195,1443
Yorkville_IL,11443705344.135212,1058,1580
Youngstown_OH,10447716301.068075,1096,1542
Ypsilanti_MI,10786348232.965153,1114,1524
Yuba City_CA,11711702954.941408,2106,532
Yucaipa_CA,11507595657.043102,2096,542
Yukon_OK,14558129813.850325,789,1849
Yuma_AZ,11976190238.579418,2083,555
Zachary_LA,13842388974.889404,1143,1495
Zanesville_OH,10301298688.118357,1027,1611
Zebulon_NC,10619131414.96951,1146,1492
Zeeland_MI,11192754152.272598,1142,1496
Zion_IL,11431114860.972668,1093,1545
Zionsville_IN,10812982691.42693,956,1682
